id,timestamp,value,property,plug_id,household_id,house_id
1,1609480800,811.6262258099887,1,1,1,1
2,1609480801,0.4802857225639665,0,1,1,1
3,1609484400,1490.7884894416698,1,1,1,1
4,1609484401,0.8197491162427811,0,1,1,1
5,1609488000,396.4354168406294,1,1,1,1
6,1609488001,0.9821469243772623,0,1,1,1
7,1609491600,210.35886311957898,1,1,1,1
8,1609491601,1.4286173826872364,0,1,1,1
9,1609495200,1242.1185223120967,1,1,1,1
10,1609495201,1.8118464138056547,0,1,1,1
11,1609498800,139.11053916202465,1,1,1,1
12,1609498801,2.2998103546704525,0,1,1,1
13,1609502400,1681.6410175208014,1,1,1,1
14,1609502401,2.484745998941763,0,1,1,1
15,1609506000,445.46743769349115,1,1,1,1
16,1609506001,2.658107802883136,0,1,1,1
17,1609509600,678.0602616231216,1,1,1,1
18,1609509601,2.968010375536031,0,1,1,1
19,1609513200,920.69553542002,1,1,1,1
20,1609513201,3.184502031615248,0,1,1,1
21,1609516800,1262.520499972521,1,1,1,1
22,1609516801,3.3402995758760645,0,1,1,1
23,1609520400,655.0748322169145,1,1,1,1
24,1609520401,3.586844313193541,0,1,1,1
25,1609524000,966.5329700123683,1,1,1,1
26,1609524001,4.000914697750747,0,1,1,1
27,1609527600,479.3801861008835,1,1,1,1
28,1609527601,4.306608473116191,0,1,1,1
29,1609531200,1225.5876808378807,1,1,1,1
30,1609531201,4.42518863820419,0,1,1,1
31,1609534800,1254.335218612733,1,1,1,1
32,1609534801,4.593398287679107,0,1,1,1
33,1609538400,223.5980266720311,1,1,1,1
34,1609538401,5.07295250258044,0,1,1,1
35,1609542000,1934.7008628416627,1,1,1,1
36,1609542001,5.496311441827025,0,1,1,1
37,1609545600,678.7661614294043,1,1,1,1
38,1609545601,5.635380287429578,0,1,1,1
39,1609549200,1400.042750373098,1,1,1,1
40,1609549201,5.911441284925419,0,1,1,1
41,1609552800,331.8726462050798,1,1,1,1
42,1609552801,6.209512048969927,0,1,1,1
43,1609556400,165.33819011891495,1,1,1,1
44,1609556401,6.67324020980144,0,1,1,1
45,1609560000,591.6819650400321,1,1,1,1
46,1609560001,7.038249123543033,0,1,1,1
47,1609563600,692.2510445698808,1,1,1,1
48,1609563601,7.346276332014157,0,1,1,1
49,1609567200,1138.7495307522313,1,1,1,1
50,1609567201,7.520218114224368,0,1,1,1
51,1609570800,1942.2107927526613,1,1,1,1
52,1609570801,7.930271243568813,0,1,1,1
53,1609574400,1885.0479889719593,1,1,1,1
54,1609574401,8.388202183739873,0,1,1,1
55,1609578000,1236.0099597410617,1,1,1,1
56,1609578001,8.85695187774912,0,1,1,1
57,1609581600,268.13575389864707,1,1,1,1
58,1609581601,9.035345022716777,0,1,1,1
59,1609585200,185.93184893002234,1,1,1,1
60,1609585201,9.265477155022083,0,1,1,1
61,1609588800,838.4868504100158,1,1,1,1
62,1609588801,9.47401676773164,0,1,1,1
63,1609592400,1674.6012673886657,1,1,1,1
64,1609592401,9.716718098409077,0,1,1,1
65,1609596000,633.7755684060235,1,1,1,1
66,1609596001,10.033796531672376,0,1,1,1
67,1609599600,367.756027452049,1,1,1,1
68,1609599601,10.454675323973992,0,1,1,1
69,1609603200,241.64622299156457,1,1,1,1
70,1609603201,10.949430098614199,0,1,1,1
71,1609606800,1567.265061663649,1,1,1,1
72,1609606801,11.128916371227868,0,1,1,1
73,1609610400,110.49202253484455,1,1,1,1
74,1609610401,11.555100942609801,0,1,1,1
75,1609614000,1443.0289533104726,1,1,1,1
76,1609614001,11.946703809826197,0,1,1,1
77,1609617600,1565.413658703297,1,1,1,1
78,1609617601,12.076321670519834,0,1,1,1
79,1609621200,781.0848842341179,1,1,1,1
80,1609621201,12.222669294329885,0,1,1,1
81,1609624800,1739.8965091636278,1,1,1,1
82,1609624801,12.571988545060908,0,1,1,1
83,1609628400,728.7062472200334,1,1,1,1
84,1609628401,12.697411885175317,0,1,1,1
85,1609632000,690.8664112597581,1,1,1,1
86,1609632001,12.927485213986015,0,1,1,1
87,1609635600,1486.2517388423216,1,1,1,1
88,1609635601,13.282508202528101,0,1,1,1
89,1609639200,1785.7042108950204,1,1,1,1
90,1609639201,13.57139417259288,0,1,1,1
91,1609642800,327.22906728277326,1,1,1,1
92,1609642801,13.956692087482079,0,1,1,1
93,1609646400,1545.491592372105,1,1,1,1
94,1609646401,14.281202966509877,0,1,1,1
95,1609650000,1564.837641913666,1,1,1,1
96,1609650001,14.578721205055633,0,1,1,1
97,1609653600,1093.1923758257888,1,1,1,1
98,1609653601,14.849737612399053,0,1,1,1
99,1609657200,148.29634081378086,1,1,1,1
100,1609657201,14.992894183196375,0,1,1,1
101,1609660800,159.71545280479506,1,1,1,1
102,1609660801,15.347458347701888,0,1,1,1
103,1609664400,697.2763640450207,1,1,1,1
104,1609664401,15.65088662416777,0,1,1,1
105,1609668000,1824.3763004595767,1,1,1,1
106,1609668001,15.85060351582732,0,1,1,1
107,1609671600,879.7275537676965,1,1,1,1
108,1609671601,16.25282397124454,0,1,1,1
109,1609675200,534.7165144340827,1,1,1,1
110,1609675201,16.383615935176056,0,1,1,1
111,1609678800,650.5277605361592,1,1,1,1
112,1609678801,16.54810445007766,0,1,1,1
113,1609682400,1866.425539450889,1,1,1,1
114,1609682401,16.971352601903426,0,1,1,1
115,1609686000,1303.4671373698045,1,1,1,1
116,1609686001,17.419936837978515,0,1,1,1
117,1609689600,1626.9769461083174,1,1,1,1
118,1609689601,17.59456486153293,0,1,1,1
119,1609693200,1795.8620971309579,1,1,1,1
120,1609693201,17.91030175829919,0,1,1,1
121,1609696800,1634.136294811719,1,1,1,1
122,1609696801,18.368738278268587,0,1,1,1
123,1609700400,704.2066024465414,1,1,1,1
124,1609700401,18.51275904807966,0,1,1,1
125,1609704000,533.0768088296892,1,1,1,1
126,1609704001,18.783602163530162,0,1,1,1
127,1609707600,1654.228055252737,1,1,1,1
128,1609707601,19.2278943968327,0,1,1,1
129,1609711200,113.20904800926233,1,1,1,1
130,1609711201,19.532193317863726,0,1,1,1
131,1609714800,893.0809059826801,1,1,1,1
132,1609714801,19.721036442052018,0,1,1,1
133,1609718400,327.7441979339973,1,1,1,1
134,1609718401,19.95608251061347,0,1,1,1
135,1609722000,1891.5284374337864,1,1,1,1
136,1609722001,20.185363683421773,0,1,1,1
137,1609725600,1085.7021813123956,1,1,1,1
138,1609725601,20.566571266979846,0,1,1,1
139,1609729200,790.8962445206586,1,1,1,1
140,1609729201,21.05528410006823,0,1,1,1
141,1609732800,1928.6498603900113,1,1,1,1
142,1609732801,21.25599701839838,0,1,1,1
143,1609736400,1044.7721611955324,1,1,1,1
144,1609736401,21.476348342325085,0,1,1,1
145,1609740000,641.1969393171885,1,1,1,1
146,1609740001,21.591103121266897,0,1,1,1
147,1609743600,1258.172234561804,1,1,1,1
148,1609743601,21.89217473055844,0,1,1,1
149,1609747200,197.80962737497975,1,1,1,1
150,1609747201,22.103633316253084,0,1,1,1
151,1609750800,1825.705183336642,1,1,1,1
152,1609750801,22.299458072519872,0,1,1,1
153,1609754400,375.3002569733239,1,1,1,1
154,1609754401,22.595239176630898,0,1,1,1
155,1609758000,1972.7358628101413,1,1,1,1
156,1609758001,22.792061285235498,0,1,1,1
157,1609761600,1377.0575400711693,1,1,1,1
158,1609761601,23.196709131366983,0,1,1,1
159,1609765200,551.5113335855594,1,1,1,1
160,1609765201,23.587995670811726,0,1,1,1
161,1609768800,798.7879521665811,1,1,1,1
162,1609768801,23.94091800304916,0,1,1,1
163,1609772400,1303.7064504456998,1,1,1,1
164,1609772401,24.25522787667906,0,1,1,1
165,1609776000,271.5505631033758,1,1,1,1
166,1609776001,24.689348874914756,0,1,1,1
167,1609779600,709.482123446298,1,1,1,1
168,1609779601,24.8639562790747,0,1,1,1
169,1609783200,177.47276895405145,1,1,1,1
170,1609783201,25.200313456349996,0,1,1,1
171,1609786800,1387.3722875003366,1,1,1,1
172,1609786801,25.306948587921138,0,1,1,1
173,1609790400,1072.9768107686339,1,1,1,1
174,1609790401,25.497546898000312,0,1,1,1
175,1609794000,1325.8283017779547,1,1,1,1
176,1609794001,25.66729346960231,0,1,1,1
177,1609797600,1412.7817023946852,1,1,1,1
178,1609797601,25.921987608122524,0,1,1,1
179,1609801200,1879.7869785997955,1,1,1,1
180,1609801201,26.076995985780922,0,1,1,1
181,1609804800,748.0260669954912,1,1,1,1
182,1609804801,26.222385394277158,0,1,1,1
183,1609808400,1856.9178747292692,1,1,1,1
184,1609808401,26.67332113562955,0,1,1,1
185,1609812000,590.0890926587956,1,1,1,1
186,1609812001,27.037314754043223,0,1,1,1
187,1609815600,1652.7221803823102,1,1,1,1
188,1609815601,27.359395078683008,0,1,1,1
189,1609819200,1106.3360988764123,1,1,1,1
190,1609819201,27.55613599504319,0,1,1,1
191,1609822800,276.8952588312085,1,1,1,1
192,1609822801,28.01502229822452,0,1,1,1
193,1609826400,1810.7943086103278,1,1,1,1
194,1609826401,28.368262881133827,0,1,1,1
195,1609830000,744.1566029925312,1,1,1,1
196,1609830001,28.60794671097889,0,1,1,1
197,1609833600,1479.3157898534548,1,1,1,1
198,1609833601,29.06679081495992,0,1,1,1
199,1609837200,1785.464206103723,1,1,1,1
200,1609837201,29.47874103330297,0,1,1,1
201,1609480800,1319.8601276931468,1,2,1,1
202,1609480801,0.13365598599801953,0,2,1,1
203,1609484400,407.09455677976615,1,2,1,1
204,1609484401,0.5930776614088512,0,2,1,1
205,1609488000,1252.2152133532209,1,2,1,1
206,1609488001,0.6967564820555031,0,2,1,1
207,1609491600,292.795931445461,1,2,1,1
208,1609491601,1.0621571896987254,0,2,1,1
209,1609495200,109.61700930781551,1,2,1,1
210,1609495201,1.226480410265725,0,2,1,1
211,1609498800,1142.5941997965135,1,2,1,1
212,1609498801,1.6032384893428024,0,2,1,1
213,1609502400,1338.726393054941,1,2,1,1
214,1609502401,1.7929462131270264,0,2,1,1
215,1609506000,1453.1405205603182,1,2,1,1
216,1609506001,1.9878458481257464,0,2,1,1
217,1609509600,718.2594265026087,1,2,1,1
218,1609509601,2.386442410172956,0,2,1,1
219,1609513200,1334.3025081897079,1,2,1,1
220,1609513201,2.8261317743706273,0,2,1,1
221,1609516800,1349.4644953706525,1,2,1,1
222,1609516801,3.153455215704816,0,2,1,1
223,1609520400,277.9820588733757,1,2,1,1
