id,timestamp,value,property,plug_id,household_id,house_id
1,1632659804,2671.7313751473152,1,37,6,5
2,1625553678,3749.5537473498593,1,24,6,5
3,1632787050,4565.828761288214,1,49,1,2
4,1636317767,2925.74766162736,1,19,4,5
5,1630540988,3630.604220359241,1,25,5,1
6,1622774292,3785.4060102122794,0,21,3,2
7,1611693689,1889.252746378932,0,12,9,4
8,1636195030,1205.4241616481593,1,41,1,2
9,1624045386,1025.2266425326245,1,33,6,3
10,1635761098,1257.2121975589923,0,50,6,4
11,1638669911,1373.658985129544,1,4,10,3
12,1633440628,1036.1382450402823,0,42,5,4
13,1619087719,4391.103337395961,0,7,5,5
14,1630708887,3784.9956608611433,0,22,10,2
15,1619986050,234.4823389560996,1,33,5,1
16,1630760085,1343.3624101265368,1,17,6,4
17,1616864052,110.92371015150816,0,24,8,4
18,1614440705,2490.8259332294647,0,34,2,3
19,1623412567,2381.053483945071,0,28,6,5
20,1628003307,4156.857450312506,0,43,1,3
21,1613980573,1538.8861988552471,0,41,4,3
22,1615479077,4081.928676065312,1,39,10,5
23,1612803969,4839.868827199115,0,22,3,1
24,1618639551,442.0411168282329,1,49,9,3
25,1609562555,3959.089197348165,0,17,3,3
26,1625423636,2949.779485688181,1,34,6,4
27,1610721952,2400.2298350923757,1,6,1,5
28,1619243833,2102.6788933253756,1,46,6,2
29,1615123989,3923.341319721548,1,6,4,1
30,1639808764,3196.8067848712117,1,34,8,1
31,1619155179,4025.2233375968094,1,1,9,5
32,1618764848,4515.755293383131,0,10,4,4
33,1615202266,3086.31856048646,1,21,10,4
34,1620101690,4902.313625461889,0,5,10,5
35,1615572990,3040.439247709426,1,2,6,4
36,1638155433,3183.221608111413,1,22,1,1
37,1622696923,2774.0780427111285,0,48,4,1
38,1630957755,455.0104552566514,1,2,7,2
39,1639467471,3631.985163251142,0,10,1,5
40,1636125966,2737.2315344955578,0,34,8,3
41,1622107837,2254.552237080522,0,16,10,3
42,1629512125,4552.356392016365,0,48,6,2
43,1626321070,1489.7972577097523,1,39,5,2
44,1614606781,2618.011380075056,1,22,10,4
45,1628190770,3488.2093574673167,0,12,9,2
46,1637041206,3982.3588783693863,1,24,2,2
47,1638099699,2296.734039730862,1,47,5,3
48,1637278015,4210.457075093548,0,40,6,4
49,1634479096,3844.588706576987,1,38,7,2
50,1611887588,331.1798892593293,0,10,5,2
51,1635153202,229.3063320231647,0,35,9,4
52,1612122246,3104.028422110456,1,49,1,5
53,1637211668,1737.0670411270712,1,32,7,4
54,1631736136,1045.6539553925709,1,7,10,3
55,1620418214,2898.249672358692,0,21,7,5
56,1632877329,1707.8160522827252,0,20,4,1
