id,timestamp,value,property,plug_id,household_id,house_id
601,1632705119,243.91790836586543,1,46,3,3
602,1619559549,2663.0125970038102,1,43,10,4
603,1609988725,4810.609862960249,0,27,1,4
604,1625172015,547.3443002722694,0,42,9,3
605,1623110744,4472.3996548403375,1,50,6,5
606,1626413031,4957.376675725241,0,6,9,2
607,1630618348,307.58513119617527,1,15,7,5
608,1637361012,4414.531345687306,1,30,1,5
609,1632901504,2580.395102218083,1,42,1,3
610,1616933647,4532.5685972229,1,37,6,4
611,1614060220,2856.5947095978704,1,37,5,5
612,1624585702,3310.560050532823,0,42,9,4
613,1613158591,2718.8945399869963,1,37,2,1
614,1635166276,4322.464401536742,0,35,8,4
615,1619534101,3669.549594768509,0,23,5,2
616,1624392028,2606.3015609020745,1,6,2,2
617,1633242870,4340.804020257735,1,4,10,5
618,1613071810,1226.4276612766728,0,18,6,4
619,1633268299,786.7032985126299,0,9,10,5
620,1624651417,802.0005266503605,0,49,8,3
621,1628400783,1670.0443937261894,1,29,4,2
622,1619751858,1193.4501565050875,0,13,2,5
623,1609603556,4650.451752548694,1,47,5,3
624,1622245973,529.17046914292,1,17,2,5
625,1637724344,3494.953690197938,1,45,2,4
626,1634980636,946.1076989250296,0,32,6,4
627,1638225357,4408.185663851751,1,48,10,4
628,1634634459,4806.576440924537,1,22,9,4
629,1639266884,2327.3500438499177,1,4,4,1
630,1611207214,4395.357401140658,1,5,6,3
631,1616615920,25.72585377357384,1,37,7,3
632,1638346333,4099.734587040501,0,41,6,4
633,1626201325,1143.1258076246177,1,49,8,1
634,1622120893,4543.506546346839,1,13,4,4
635,1611747827,5.600557400547435,0,34,1,1
636,1624299460,2780.9086751987847,1,45,7,4
637,1632754379,3783.1790189246735,0,22,3,2
638,1616056719,1293.44165348954,1,23,6,2
639,1627000537,965.6643229364652,0,3,2,5
640,1633304537,420.49112233992327,0,42,9,4
641,1640558511,1632.167882516465,1,34,1,3
642,1619017556,2799.2215615441473,1,32,6,5
643,1629739046,579.2192839012883,1,45,6,2
644,1620429923,1883.4768099339935,0,49,5,4
645,1615158048,45.36202326362482,0,21,5,5
646,1625506557,4093.397102499209,0,46,1,4
647,1627344093,642.2435904659568,1,44,10,2
648,1615198052,1416.714741327908,0,21,5,5
649,1609747990,92.13859369108737,0,44,2,2
650,1614544121,2161.2039194625613,1,11,7,1
651,1637269513,4200.607513706093,0,39,3,2
652,1625922805,1960.756057225983,0,4,4,4
653,1619256644,897.486617119167,1,1,3,3
654,1626071651,3768.494170252596,0,28,3,2
655,1636266273,3944.0349093537216,1,24,4,3
656,1622692531,868.767376537834,1,35,5,1
657,1613152505,3854.270542704949,1,13,1,5
658,1625560210,4736.48944128169,1,47,4,5
659,1622929337,831.8879346613617,1,34,8,3
660,1613925471,3854.9214626606777,0,11,10,5
661,1630621952,3542.860023013147,0,36,7,2
662,1610811895,2367.8694421754426,1,17,9,3
663,1619954500,289.60230279399144,1,35,5,4
664,1627825644,373.47208878927006,0,18,10,2
665,1638168579,4262.073295993238,1,40,4,2
666,1637274127,4950.7418637532355,1,22,8,2
667,1610559767,3380.2612859337723,1,24,9,4
668,1636910927,2229.7915350516073,0,19,7,1
669,1617165558,3237.868217009538,0,37,7,5
670,1638457089,2971.9792961427265,1,39,5,3
671,1622661104,1918.061302028109,1,21,4,1
672,1609508315,328.13072287006474,0,8,10,3
673,1624882847,4107.564737037204,0,28,1,5
674,1621185498,1859.1676461936229,1,5,10,4
675,1626958163,4093.928216785469,1,17,10,2
676,1631628439,1262.543748441911,0,37,7,2
677,1632193931,5.147399228166982,0,36,1,4
678,1632469169,794.6914163837826,0,19,1,1
679,1622578338,2342.6970838429215,1,27,5,1
680,1620897659,4721.518174789149,0,34,9,3
681,1624493088,510.9680984685949,1,11,6,4
682,1631483296,4271.04887230783,0,45,3,1
683,1637448124,2635.1204810593104,0,47,3,4
684,1637609650,4129.603828999483,0,12,7,5
685,1610863530,1491.872154949963,0,21,6,2
686,1626487908,4199.735823362359,1,11,9,2
687,1613495051,3864.1139000840226,1,39,6,2
688,1623590210,1150.2684151571696,0,28,5,4
689,1609950272,656.6756320468903,1,5,10,4
690,1610546080,4340.271612661464,0,17,7,3
691,1622547111,4816.183267200659,0,20,1,2
692,1639150921,156.5115687375812,0,41,7,3
693,1624746538,3656.350334868428,0,46,3,2
694,1611514923,4547.622554739092,1,12,9,3
695,1611708188,4286.800460462493,0,6,6,3
696,1638928268,4822.602361351042,0,17,9,5
697,1625142795,3800.4703921904857,1,19,5,3
698,1639644254,2211.4938119045514,0,26,7,4
699,1619161901,1559.7599524756522,0,48,4,3
