id,timestamp,value,property,plug_id,household_id,house_id
201,1619061283,932.0249339407204,1,48,3,4
202,1632452620,1178.458730324999,0,22,1,1
203,1638095519,3168.792818600886,1,17,9,1
204,1631429958,4539.33065231258,1,5,7,4
205,1612418234,1580.9829114824731,1,44,1,1
206,1640747762,2941.5333789752835,1,11,3,1
207,1630810709,3414.910317085662,0,30,4,4
208,1632943387,2259.7430064951964,1,15,4,3
209,1609502785,3568.91227427663,1,27,5,3
210,1640239273,4498.337226460866,0,35,3,2
211,1624203308,3120.5077209091883,0,33,3,1
212,1637682237,2698.905309573165,1,20,1,4
213,1611998648,2193.7233769416953,0,16,7,1
214,1626345972,2887.4313545306286,1,34,10,5
215,1627811973,1776.8122590919793,1,2,1,1
216,1624103195,1957.4105510075096,0,35,2,1
217,1638652443,2659.2873984408698,1,40,4,3
218,1639019563,333.09556195408487,1,28,4,4
219,1619970899,1145.1269546239816,1,47,5,1
220,1617765661,2714.2465530670447,1,39,2,3
221,1611468221,2157.640715682213,0,6,4,2
222,1610660682,1664.0789295624215,0,9,1,3
223,1626778751,3652.745684046507,1,20,2,3
224,1621281785,3468.588037016692,0,1,1,3
225,1630506486,833.6537999669158,1,8,10,1
226,1632936795,4393.145576867191,1,23,10,1
227,1629797336,2477.1181320198284,1,3,4,2
228,1633096422,3707.304555695227,1,4,4,5
229,1611943613,2865.7542462869433,1,25,7,5
230,1612366560,4988.463079619217,0,47,10,5
231,1637407616,3762.0156001941136,1,38,9,2
232,1615354744,3534.902306217295,0,15,9,5
233,1639803674,3892.859695253755,0,21,5,5
234,1631933885,715.639927742348,1,35,10,3
235,1611694200,1022.7229658473163,1,46,1,1
236,1633144947,3570.3204111180708,1,14,1,1
237,1613781452,2469.9074356543133,1,36,6,3
238,1615281384,3773.176459300583,1,12,2,3
239,1609861890,514.5801537207251,0,17,8,3
240,1639318374,2682.406757422974,1,39,9,1
241,1612007621,1894.1078277845784,1,9,4,5
242,1622064071,2285.0010964083917,0,35,5,3
243,1621654426,3019.7893603625625,0,13,8,2
244,1623840904,2511.4417373126507,1,15,3,3
245,1611413309,2699.3031855641834,0,18,5,4
246,1623880868,2431.787409978039,1,33,3,3
247,1630659296,2044.7758854274664,0,6,10,1
